,,,,,,,,,,,
,城市,酒店,原名称,平台,星级,房型,对于Qunar - 订购网站,价格,返现,website,
,烟台,烟台百纳瑞汀酒店,烟台百纳瑞汀酒店,eLong,5,风雅市景大床房,,462,36,http://hotel.elong.com/yantai/51604013/,
,烟台,烟台百纳瑞汀酒店,烟台百纳瑞汀酒店,Qunar,5,风雅市景大床房,住哪网,462,48,http://hotel.qunar.com/city/yantai/dt-6202/?tag=yantai#fromDate=2014-02-28&toDate=2014-03-01&q=%E7%83%9F%E5%8F%B0%E7%99%BE%E7%BA%B3%E7%91%9E%E6%B1%80%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=9ef9ddc3-9559-4668-8308-8dfd679ce7e6_A&showMap=0&qptype=h,
,徐州,锦江之星徐州苏堤北路店,锦江之星（徐州苏堤北路店）,Ctrip,2,单人间A(内宾),,159,,http://hotels.ctrip.com/hotel/52738.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,徐州,锦江之星徐州苏堤北路店,锦江之星（徐州苏堤北路店）,eLong,0,单人间A,,159,,http://hotel.elong.com/xuzhou/01106002/,
,徐州,锦江之星徐州苏堤北路店,锦江之星徐州苏堤北路店,Qunar,经济型,单人间A,来订吧,159,,http://hotel.qunar.com/city/xuzhou/dt-2025/?tag=xuzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E9%94%A6%E6%B1%9F%E4%B9%8B%E6%98%9F%E5%BE%90%E5%B7%9E%E8%8B%8F%E5%A0%A4%E5%8C%97%E8%B7%AF%E5%BA%97&from=qunarindex%7Cf_sg&filterid=cfa98ed3-e086-44cf-b4b9-8018,
,徐州,锦江之星徐州火车站店,锦江之星（徐州火车站店）,Ctrip,2,商务房B,,159,,http://hotels.ctrip.com/hotel/513389.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,徐州,锦江之星徐州火车站店,锦江之星（徐州火车站店）,eLong,0,商务房B,,159,,http://hotel.elong.com/xuzhou/01106005/,
,徐州,锦江之星徐州火车站店,锦江之星徐州火车站店,Qunar,经济型,商务房B,锦江官网直销,159,,http://hotel.qunar.com/city/xuzhou/dt-2043/?tag=xuzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E9%94%A6%E6%B1%9F%E4%B9%8B%E6%98%9F%E5%BE%90%E5%B7%9E%E7%81%AB%E8%BD%A6%E7%AB%99%E5%BA%97&from=hotellist&filterid=0d1fe9d0-67c6-4afc-8d89-3c5cf96de15c_A&showMa,
,徐州,全季酒店徐州东三环汉景区店,全季酒店（徐州东三环汉景区店）,Ctrip,3,高级大床房(内宾),,256,,http://hotels.ctrip.com/hotel/451054.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,徐州,全季酒店徐州东三环汉景区店,全季酒店（徐州东三环汉景区店）,eLong,3,高级大床房,,256,,http://hotel.elong.com/xuzhou/41106014/,
,徐州,全季酒店徐州东三环汉景区店,全季酒店徐州东三环汉景区店,Qunar,3,高级大床房,住哪网,256,15,http://hotel.qunar.com/city/xuzhou/dt-4058/?tag=xuzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%85%A8%E5%AD%A3%E9%85%92%E5%BA%97%E5%BE%90%E5%B7%9E%E4%B8%9C%E4%B8%89%E7%8E%AF%E6%B1%89%E6%99%AF%E5%8C%BA%E5%BA%97&from=hotellist&filterid=dc0d4b5d-95e5-4435,
,徐州,徐州半岛商务酒店,徐州半岛商务酒店,Ctrip,3,高级单人间,,228,,http://hotels.ctrip.com/hotel/522522.html,
,徐州,徐州半岛商务酒店,徐州半岛商务酒店,eLong,3,高级单人间,,228,21,http://hotel.elong.com/xuzhou/01106108/,
,徐州,徐州半岛商务酒店,徐州半岛商务酒店,Qunar,3,高级单人房,来订吧,228,30,http://hotel.qunar.com/city/xuzhou/dt-4447/?tag=xuzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%BE%90%E5%B7%9E%E5%8D%8A%E5%B2%9B%E5%95%86%E5%8A%A1%E9%85%92%E5%BA%97&from=hotellist&filterid=910d1dbb-f1ff-4a98-88f6-ee84055c0a0c_A&showMap=0&qptype=hotelNa,
,徐州,徐州博顿君廷大酒店,徐州博顿君廷大酒店,Ctrip,5,高级双床房,,558,,http://hotels.ctrip.com/hotel/345422.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,徐州,徐州博顿君廷大酒店,徐州博顿君廷大酒店,eLong,5,高级双床房,,568,36,http://hotel.elong.com/xuzhou/51106004/,
,徐州,徐州博顿君廷大酒店,徐州博顿君廷大酒店,Qunar,5,高级双床房,来订吧,648,62,http://hotel.qunar.com/city/xuzhou/dt-3999/?tag=xuzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%BE%90%E5%B7%9E%E5%8D%9A%E9%A1%BF%E5%90%9B%E5%BB%B7%E5%A4%A7%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=5517f1ea-7f7e-4758-8a60-e67cf26f3b61_A&showMap=0,
名称不全,呼和浩特,汉庭酒店呼和浩特文化宫路店,汉庭酒店（呼和浩特文化宫路店）,Ctrip,2,大床房(中宾),,151,,http://hotels.ctrip.com/hotel/417140.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,呼和浩特,汉庭酒店呼和浩特文化宫路店,汉庭酒店（呼和浩特文化宫路店）,eLong,0,大床房,,151,,http://hotel.elong.com/hohhot/10701001/,
,呼和浩特,汉庭酒店呼和浩特文化宫路店,汉庭酒店呼和浩特文化宫路店,Qunar,经济型,大床房,1.住哪网,170,,http://hotel.qunar.com/city/huhehaote/dt-3085/?tag=huhehaote#fromDate=2014-02-28&toDate=2014-03-01&q=%E6%B1%89%E5%BA%AD%E9%85%92%E5%BA%97%E5%91%BC%E5%92%8C%E6%B5%A9%E7%89%B9%E6%96%87%E5%8C%96%E5%AE%AB%E8%B7%AF%E5%BA%97&from=hotellist%7Csug&filterid=35bea0,
名称不全,呼和浩特,如家快捷呼和浩特体育场店,如家快捷酒店（呼和浩特体育场店）,Ctrip,2,标准双人房,,180,,http://hotels.ctrip.com/hotel/635565.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,呼和浩特,如家快捷呼和浩特体育场店,如家快捷酒店（呼和浩特市体育场店）,eLong,0,标准双人房,,180,,http://hotel.elong.com/hohhot/00701203/,
,呼和浩特,如家快捷呼和浩特体育场店,如家快捷呼和浩特体育场店,Qunar,经济型,双人房,1.酒店之家,180,5,http://hotel.qunar.com/city/huhehaote/dt-3084/?tag=huhehaote#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%A6%82%E5%AE%B6%E5%BF%AB%E6%8D%B7%E9%85%92%E5%BA%97%EF%BC%88%E5%91%BC%E5%92%8C%E6%B5%A9%E7%89%B9%E5%B8%82%E4%BD%93%E8%82%B2%E5%9C%BA%E5%BA%97%EF%BC%89&,
名称不全,呼和浩特,7天连锁酒店呼和浩特通达汽车南站店,7天连锁酒店（呼和浩特通达汽车南站店）,Ctrip,2,商务大床房(内宾),,177,,http://hotels.ctrip.com/hotel/431393.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,呼和浩特,7天连锁酒店呼和浩特通达汽车南站店,7天连锁酒店（呼和浩特通达汽车南站店）,eLong,0,商务大床房,,177,,http://hotel.elong.com/hohhot/00701126/,
,呼和浩特,7天连锁酒店呼和浩特通达汽车南站店,7天连锁酒店呼和浩特通达汽车南站店,Qunar,经济型,商务大床房,3.7天酒店官网直销,177,,http://hotel.qunar.com/city/huhehaote/dt-3089/?tag=huhehaote#fromDate=2014-02-28&toDate=2014-03-01&q=7%E5%A4%A9%E8%BF%9E%E9%94%81%E9%85%92%E5%BA%97%E5%91%BC%E5%92%8C%E6%B5%A9%E7%89%B9%E9%80%9A%E8%BE%BE%E6%B1%BD%E8%BD%A6%E5%8D%97%E7%AB%99%E5%BA%97&from=hot,
名称不全,呼和浩特,速8酒店呼和浩特长乐宫店,速8酒店（呼和浩特长乐宫店）,Ctrip,3,经济双床房,,198,,http://hotels.ctrip.com/hotel/64682.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,呼和浩特,速8酒店呼和浩特长乐宫店,速8酒店（呼和浩特长乐宫瑞锦店）,eLong,2,经济双床房,,198,21,http://hotel.elong.com/hohhot/00701081/,
,呼和浩特,速8酒店呼和浩特长乐宫店,速8酒店呼和浩特长乐宫店,Qunar,经济型,经济双床房,1.住哪网,198,31,http://hotel.qunar.com/city/huhehaote/dt-2102/?tag=huhehaote#fromDate=2014-02-28&toDate=2014-03-01&q=%E9%80%9F8%E9%85%92%E5%BA%97%E5%91%BC%E5%92%8C%E6%B5%A9%E7%89%B9%E9%95%BF%E4%B9%90%E5%AE%AB%E5%BA%97&from=hotellist&filterid=6440055f-6829-431f-b4a9-e0ad09e72efa_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A4AE2C24&QHPR=1_1_0_0,
,呼和浩特,如家快捷呼和浩特呼伦贝尔南路店,如家快捷呼和浩特呼伦贝尔南路店,Qunar,2,标准双人房,1.携程旅行网,170,,http://hotels.ctrip.com/hotel/89964.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,呼和浩特,如家快捷呼和浩特呼伦贝尔南路店,如家快捷酒店（呼和浩特呼伦贝尔南路店）,eLong,0,标准双人房,,170,,http://hotel.elong.com/hohhot/00701031/,
网址不一致/名称不全,呼和浩特,如家快捷呼和浩特呼伦贝尔南路店,如家快捷酒店（呼和浩特呼伦贝尔南路店）,Ctrip,经济型,标准双人房(内宾),,170,,http://hotels.ctrip.com/hotel/89964.html,
,呼和浩特,艳阳天酒家旅店呼和浩特文化大厦店,呼和浩特艳阳天文化大厦酒店,Ctrip,3,特价大床房(中宾),,169,,http://hotels.ctrip.com/hotel/109464.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,呼和浩特,艳阳天酒家旅店呼和浩特文化大厦店,呼和浩特艳阳天酒家旅店（内蒙古文化大厦店）,eLong,0,特价大床房,,169,26,http://hotel.elong.com/hohhot/00701080/,
,呼和浩特,艳阳天酒家旅店呼和浩特文化大厦店,艳阳天酒家旅店呼和浩特文化大厦店,Qunar,经济型,特价大床房,1.来订吧,169,30,http://hotel.qunar.com/city/huhehaote/dt-3044/?tag=huhehaote#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%91%BC%E5%92%8C%E6%B5%A9%E7%89%B9%E8%89%B3%E9%98%B3%E5%A4%A9%E9%85%92%E5%AE%B6%E6%97%85%E5%BA%97%EF%BC%88%E5%86%85%E8%92%99%E5%8F%A4%E6%96%87%E5%8C%96%,
网址不一致,呼和浩特,锦江之星呼和浩特鼓楼店,锦江之星（呼和浩特鼓楼店）,Ctrip,2,商务间B,,199,,http://hotels.ctrip.com/hotel/130630.html,
,呼和浩特,锦江之星呼和浩特鼓楼店,锦江之星（呼和浩特鼓楼店）,eLong,0,商务房B,,199,,http://hotel.elong.com/hohhot/20701018/,
,呼和浩特,锦江之星呼和浩特鼓楼店,锦江之星呼和浩特鼓楼店,Qunar,经济型,商务房B,1.锦江官网直销,199,,http://hotel.qunar.com/city/huhehaote/dt-3001/?tag=huhehaote#fromDate=2014-02-28&toDate=2014-03-01&q=%E9%94%A6%E6%B1%9F%E4%B9%8B%E6%98%9F%E5%91%BC%E5%92%8C%E6%B5%A9%E7%89%B9%E9%BC%93%E6%A5%BC%E5%BA%97&from=hotellist%7Csug&filterid=dd00fbb6-1928-4176-8dc0-d1688f588c2e_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A3DF3EB3&QHPR=1_1_0_0,
名称不全,呼和浩特,7天连锁酒店呼和浩特民族商场店,7天连锁酒店（呼和浩特民族商场店）,Ctrip,2,经济房(内宾),,147,,http://hotels.ctrip.com/hotel/387123.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,呼和浩特,7天连锁酒店呼和浩特民族商场店,7天连锁酒店（呼和浩特民族商场店）,eLong,2,经济房,,147,,http://hotel.elong.com/hohhot/00701120/,
,呼和浩特,7天连锁酒店呼和浩特民族商场店,7天连锁酒店呼和浩特民族商场店,Qunar,经济型,经济房,7天酒店官网直销,147,,http://hotel.qunar.com/city/huhehaote/dt-3059/?tag=huhehaote#fromDate=2014-02-28&toDate=2014-03-01&q=7%E5%A4%A9%E8%BF%9E%E9%94%81%E9%85%92%E5%BA%97%E5%91%BC%E5%92%8C%E6%B5%A9%E7%89%B9%E6%B0%91%E6%97%8F%E5%95%86%E5%9C%BA%E5%BA%97&from=hotellist&filterid=7d,
名字更改,呼和浩特,海德呼市酒店（原呼和浩特海德海港酒店）,海德呼市酒店,Ctrip,4,SPA房间,,408,,http://hotels.ctrip.com/hotel/531655.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,呼和浩特,呼和浩特海德海港酒店,海德呼市酒店（原呼和浩特海德海港酒店）,eLong,5,Spa房间,,448,31,http://hotel.elong.com/hohhot/50701010/,
,呼和浩特,呼和浩特海德海港酒店,呼和浩特海德海港酒店,Qunar,4,SPA房间,1.来订吧,448,58,http://hotel.qunar.com/city/huhehaote/dt-2298/?tag=huhehaote#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%91%BC%E5%92%8C%E6%B5%A9%E7%89%B9%E6%B5%B7%E5%BE%B7%E6%B5%B7%E6%B8%AF%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=5a8f6381-7587-4eae-9885-9dc747036478_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A3E754A8&QHPR=1_1_0_0,
,呼和浩特,呼和浩特海亮广场大酒店,内蒙古海亮广场大酒店,Ctrip,5,豪华套[含早],,628,,http://hotels.ctrip.com/hotel/444086.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,呼和浩特,呼和浩特海亮广场大酒店,内蒙古海亮广场大酒店（呼和浩特）,eLong,5,豪华套间,,628,71,http://hotel.elong.com/hohhot/50701011/,
,呼和浩特,呼和浩特海亮广场大酒店,呼和浩特海亮广场大酒店,Qunar,5,豪华套间,1.同程网,628,133,http://hotel.qunar.com/city/huhehaote/dt-2298/?tag=huhehaote#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%91%BC%E5%92%8C%E6%B5%A9%E7%89%B9%E6%B5%B7%E5%BE%B7%E6%B5%B7%E6%B8%AF%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=5a8f6381-7587-4eae-9885-9dc747036478_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A3E754A8&QHPR=1_1_0_0,
名称不全,常州,如家快捷常州兰陵店,如家快捷酒店（常州兰陵店）,Ctrip,2,商务大床房(内宾),,151,,http://hotels.ctrip.com/hotel/8093.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,常州,如家快捷常州兰陵店,如家快捷酒店（常州兰陵店）,eLong,0,商务大床房,,161,,http://hotel.elong.com/changzhou/31103008/,
,常州,如家快捷常州兰陵店,如家快捷常州兰陵店,Qunar,经济型,商务大床房,2.住哪网,161,,http://hotel.qunar.com/city/changzhou/dt-21/?tag=changzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%A6%82%E5%AE%B6%E5%BF%AB%E6%8D%B7%E5%B8%B8%E5%B7%9E%E5%85%B0%E9%99%B5%E5%BA%97&from=hotellist%7Csug&filterid=bb5fd1c0-4f80-4537-9a35-ba5b5c2da8da_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A3FDDE7B&QHPR=1_1_0_0,
名称不全,常州,汉庭酒店常州中天体育馆店,汉庭酒店（常州中天体育馆店）,Ctrip,2,高级大床房(内宾),,170,,http://hotels.ctrip.com/hotel/375570.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,常州,汉庭酒店常州中天体育馆店,汉庭酒店（常州中天体育馆店）,eLong,0,高级大床房,,170,,http://hotel.elong.com/changzhou/01103124/,
,常州,汉庭酒店常州中天体育馆店,汉庭酒店常州中天体育馆店,Qunar,经济型,高级大床房,1.住哪网,189,,http://hotel.qunar.com/city/changzhou/dt-4617/?tag=changzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E6%B1%89%E5%BA%AD%E9%85%92%E5%BA%97%E5%B8%B8%E5%B7%9E%E4%B8%AD%E5%A4%A9%E4%BD%93%E8%82%B2%E9%A6%86%E5%BA%97&from=hotellist&filterid=33341183-8572-49af-8eb1-33e08bdfe895_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A407A2E6&QHPR=1_1_0_0,
,常州,尚客优快捷酒店常州青山店,尚客优快捷酒店（常州青山店）,Ctrip,2,大床房A,,132,,http://hotels.ctrip.com/hotel/481429.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,常州,尚客优快捷酒店常州青山店,尚客优快捷酒店（常州青山店）,eLong,0,大床房A,,132,16,http://hotel.elong.com/changzhou/01103202/,
,常州,尚客优快捷酒店常州青山店,尚客优快捷酒店常州青山店,Qunar,经济型,大床房A,1.来订吧,132,14,http://hotel.qunar.com/city/changzhou/dt-5196/?tag=changzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%B0%9A%E5%AE%A2%E4%BC%98%E5%BF%AB%E6%8D%B7%E9%85%92%E5%BA%97%E5%B8%B8%E5%B7%9E%E9%9D%92%E5%B1%B1%E5%BA%97&from=hotellist%7Csug&filterid=abdca8e6-7bd4-4,
,常州,锦江之星常州武进春秋淹城永胜路店,锦江之星常州武进春秋淹城永胜路店,Ctrip,2,大床房A,,132,,http://hotels.ctrip.com/hotel/474497.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,ctrip只有大床房A，其他2个网站无该房型
,常州,锦江之星常州武进春秋淹城永胜路店,锦江之星（常州武进春秋淹城永胜路店）,eLong,0,标准房A,,169,,http://hotel.elong.com/changzhou/01103100/,
,常州,锦江之星常州武进春秋淹城永胜路店,锦江之星常州武进春秋淹城永胜路店,Qunar,经济型,标准房A,1.住哪网,159,,http://hotel.qunar.com/city/changzhou/dt-4498/?tag=changzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E9%94%A6%E6%B1%9F%E4%B9%8B%E6%98%9F%E5%B8%B8%E5%B7%9E%E6%AD%A6%E8%BF%9B%E6%98%A5%E7%A7%8B%E6%B7%B9%E5%9F%8E%E6%B0%B8%E8%83%9C%E8%B7%AF%E5%BA%97&from=hote,
名称不全,常州,如家快捷常州局前店,如家快捷酒店（常州局前店）,Ctrip,2,商务大床房,,127,,http://hotels.ctrip.com/hotel/20123.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,常州,如家快捷常州局前店,如家快捷酒店（常州局前店）,eLong,0,商务大床房,,127,,http://hotel.elong.com/changzhou/21103001/,
,常州,如家快捷常州局前店,如家快捷常州局前店,Qunar,经济型,商务大床房,1.住哪网,161,,http://hotel.qunar.com/city/changzhou/dt-10/?tag=changzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%A6%82%E5%AE%B6%E5%BF%AB%E6%8D%B7%E5%B8%B8%E5%B7%9E%E5%B1%80%E5%89%8D%E5%BA%97&from=hotellist%7Csug&filterid=a728bf84-4d59-43b4-8fd4-8b42ddc7dc62_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A4220C1E&QHPR=1_1_0_0,
,常州,锦江之星常州奥体中心店,锦江之星（常州奥体中心店）,Ctrip,2,标准房C,,149,,http://hotels.ctrip.com/hotel/513752.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,常州,锦江之星常州奥体中心店,锦江之星（常州奥体中心店）,eLong,0,标准房C,,149,,http://hotel.elong.com/changzhou/01103026/,
,常州,锦江之星常州奥体中心店,锦江之星常州奥体中心店,Qunar,经济型,标准房C,1.来订吧,149,,http://hotel.qunar.com/city/changzhou/dt-2421/?tag=changzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E9%94%A6%E6%B1%9F%E4%B9%8B%E6%98%9F%E5%B8%B8%E5%B7%9E%E5%A5%A5%E4%BD%93%E4%B8%AD%E5%BF%83%E5%BA%97&from=hotellist%7Csug&filterid=9c42817e-32e8-4b6b-b145-,
原酒店不一致，更改为与去哪儿地址一致的酒店,常州,常州体缘大酒店（常州明都豪格酒店）,常州体缘大酒店,Ctrip,3,标准间(内宾),,148,,http://hotels.ctrip.com/hotel/116660.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,常州,常州体缘大酒店（常州明都豪格酒店）,常州体缘大酒店（原明都豪格酒店）,eLong,3,标准间,,148,21,http://hotel.elong.com/changzhou/31103047/,
,常州,常州体缘大酒店（常州明都豪格酒店）,常州体缘大酒店（常州明都豪格酒店）,Qunar,3,标准间,1.来订吧,148,20,http://hotel.qunar.com/city/changzhou/dt-2824/?tag=changzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%B8%B8%E5%B7%9E%E4%BD%93%E7%BC%98%E5%A4%A7%E9%85%92%E5%BA%97%EF%BC%88%E5%B8%B8%E5%B7%9E%E6%98%8E%E9%83%BD%E8%B1%AA%E6%A0%BC%E9%85%92%E5%BA%97%EF%BC%89&,
,常州,常州竺山湖小镇湖畔亭酒店,常州竺山湖小镇湖畔亭酒店,Ctrip,3,山景标准间,,380,,http://hotels.ctrip.com/hotel/114806.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,常州,常州竺山湖小镇湖畔亭酒店,常州竺山湖小镇湖畔亭酒店,eLong,3,山景标间,,260,41,http://hotel.elong.com/changzhou/31103061/,
,常州,常州竺山湖小镇湖畔亭酒店,常州竺山湖小镇湖畔亭酒店,Qunar,3,山景标准房,1.住哪网,380,23,http://hotel.qunar.com/city/changzhou/dt-4340/?tag=changzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%B8%B8%E5%B7%9E%E7%AB%BA%E5%B1%B1%E6%B9%96%E5%B0%8F%E9%95%87%E6%B9%96%E7%95%94%E4%BA%AD%E9%85%92%E5%BA%97&from=hotellist&filterid=66b7049d-f085-4452-a151-dc20f0c7e953_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A44547F2&QHPR=1_1_0_0,
,常州,常州毗陵驿翔航空主题酒店,常州毗陵驿·翔航空主题酒店,Ctrip,3,商务大床房(含电脑),,258,,http://hotels.ctrip.com/hotel/440486.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,常州,常州毗陵驿翔航空主题酒店,常州毗陵驿翔航空主题酒店 ,eLong,4,商务大床房,,238,31,http://hotel.elong.com/changzhou/01103093/,
,常州,常州毗陵驿翔航空主题酒店,常州毗陵驿翔航空主题酒店,Qunar,3,商务大床房,1.来订吧,238,35,http://hotel.qunar.com/city/changzhou/dt-4420/?tag=changzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%B8%B8%E5%B7%9E%E6%AF%97%E9%99%B5%E9%A9%BF%E7%BF%94%E8%88%AA%E7%A9%BA%E4%B8%BB%E9%A2%98%E9%85%92%E5%BA%97&from=hotellist&filterid=eb1e6564-919e-4c7c-b396-031c6cb68dd5_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A4498B22&QHPR=1_1_0_0,
,常州,常州富都青枫苑宾馆,常州富都青枫苑宾馆,Ctrip,5,豪华园景房,,698,,http://hotels.ctrip.com/hotel/457287.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,常州,常州富都青枫苑宾馆,常州富都青枫苑宾馆,eLong,5,豪华园景房,,768,51,http://hotel.elong.com/changzhou/31103030/,
,常州,常州富都青枫苑宾馆,常州富都青枫苑宾馆,Qunar,5,豪华园景房,1.来订吧,768,74,http://hotel.qunar.com/city/changzhou/dt-2497/?tag=changzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%B8%B8%E5%B7%9E%E5%AF%8C%E9%83%BD%E9%9D%92%E6%9E%AB%E8%8B%91%E5%AE%BE%E9%A6%86&from=hotellist%7Csug&filterid=df339f02-94e8-4d48-ab08-9ea060f08dce_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A44E3879&QHPR=1_1_0_0,
,常州,常州凯纳豪生大酒店,常州凯纳豪生大酒店,Ctrip,5,高级大床房(提前3天预订),,718,,http://hotels.ctrip.com/hotel/367985.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,常州,常州凯纳豪生大酒店,常州凯纳豪生大酒店,eLong,5,高级大床房,,718,56,http://hotel.elong.com/changzhou/51103006/,
,常州,常州凯纳豪生大酒店,常州凯纳豪生大酒店,Qunar,5,高级大床房,1.住哪网,718,80,http://hotel.qunar.com/city/changzhou/dt-3162/?tag=changzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%B8%B8%E5%B7%9E%E5%87%AF%E7%BA%B3%E8%B1%AA%E7%94%9F%E5%A4%A7%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=fb8056e9-568b-4460-8005-d1f7cda867f9_A&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A4538579&QHPR=1_1_0_0,
,常州,常州富都戴斯酒店,常州富都戴斯酒店,Ctrip,5,豪华商务房(单人入住)[含早],,795,,http://hotels.ctrip.com/hotel/440919.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,常州,常州富都戴斯酒店,常州富都戴斯酒店,eLong,5,豪华商务房（双人入住）,,798,56,http://hotel.elong.com/changzhou/51103005/,
,常州,常州富都戴斯酒店,常州富都戴斯酒店,Qunar,5,豪华商务房,1.来订吧,795,75,http://hotel.qunar.com/city/changzhou/dt-2483/?tag=changzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%B8%B8%E5%B7%9E%E5%AF%8C%E9%83%BD%E6%88%B4%E6%96%AF%E9%85%92%E5%BA%97&from=hotellist%7Csug&filterid=53f7f08e-9178-4c51-8310-d2ee831eb509_C&showMap=0&qptype=hotelName|poi&haspoi=1&QHFP=ZSS_A4576BDE&QHPR=1_1_0_0,
,常州,常州椿庭大酒店(原常州椿庭楼宾馆),常州椿庭大酒店,Ctrip,3,标准间A,,168,,http://hotels.ctrip.com/hotel/45103.html#ctm_ref=hd_0_0_0_0_lst_sr_1_df_ls_1_n_hi_0_0_0,
,常州,常州椿庭大酒店(原常州椿庭楼宾馆),常州椿庭大酒店,eLong,3,标准间A,,168,31,http://hotel.elong.com/changzhou/31103015/,
,常州,常州椿庭大酒店(原常州椿庭楼宾馆),常州椿庭大酒店(原常州椿庭楼宾馆),Qunar,,标准间A,1.来订吧,168,30,http://hotel.qunar.com/city/changzhou/dt-2005/?tag=changzhou#fromDate=2014-02-28&toDate=2014-03-01&q=%E5%B8%B8%E5%B7%9E%E6%A4%BF%E5%BA%AD%E5%A4%A7%E9%85%92%E5%BA%97(%E5%8E%9F%E5%B8%B8%E5%B7%9E%E6%A4%BF%E5%BA%AD%E6%A5%BC%E5%AE%BE%E9%A6%86)&from=hotellist&f,
